Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Description,Environment,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Custom field ((backup) Browser/s),Custom field ((backup) Exists in the current implementation?),Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((backup, del) Test tasks)","Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Build/s),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (Development),Custom field (End Date),Custom field (Epic Link),Custom field (Epic/Theme),Custom field (Error Type),Custom field (Expected Result),Custom field (Flagged),Custom field (Found by),Custom field (Functionality Changes?),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Request Info From),Custom field (Revised),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Share with),Custom field (Solution),Sprint,Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (Test Type),Custom field (TestLink case),Custom field (Time Category),Custom field (To Attention Of),Custom field (Type of engagement),Custom field (URL),Custom field (Users),Custom field (Version To Fix),Custom field (WSJF),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment
Portrait: Image no 29 is displayed in place of 30 no image,QATC-988993,3988998,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,27/Apr/26 9:03 PM,27/Apr/26 9:03 PM,05/May/26 11:06 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Click on ""work"" submenu
 # Click the ""Portrait"" Page
 # Scroll down till the last
 # Click on Page 3
 # Observe the pictures

Actual Result: Image no 29 is displayed in place of 30 no image.Please see [^Req14.png],[^bug14.png]

Expected Result: Image no 29 and 30 should be displayed as per requirement.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 8:58 PM;s.rashid;bug14.png;https://jira.a1qa.com/secure/attachment/2778578/bug14.png","27/Apr/26 8:58 PM;s.rashid;Req14.png;https://jira.a1qa.com/secure/attachment/2778579/Req14.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|iftz60:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Portrait: Clicking ''Next'' from Page 3 redirects to Page 2 instead of page 4,QATC-988992,3988997,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,27/Apr/26 8:49 PM,27/Apr/26 8:49 PM,05/May/26 11:03 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Click on ""Work"" Submenu
 # Click the ""Portrait"" Page
 # Scroll till the last of the page
 # Click the ""Next"" button
 # Observe the changes in pages

Actual Result: Clicking Next from Page 3 redirects to Page 2.Please see [^bug13.mp4]

Expected Result: Clicking Next from Page 3 should navigate to Page 4
 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

 ",,,,,,,,,,Leads and Reporter only,"27/Apr/26 8:46 PM;s.rashid;bug13.mp4;https://jira.a1qa.com/secure/attachment/2778577/bug13.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftz5s:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Sessions: Book Information and Payment pages are not available under Sessions menu,QATC-988991,3988986,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,FAD,,s.rashid,s.rashid,27/Apr/26 8:16 PM,04/May/26 7:46 AM,05/May/26 11:03 PM,04/May/26 7:46 AM,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Click on ""Sessions"" menu
 # Scroll the page
 # Observe the page

Actual Result: Book Information and Payment pages are not available under Sessions menu. Please see [^bug12.mp4]

Expected Result: Sessions menu should contain Book Information and Payment pages as per requirement.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"29/Apr/26 6:41 PM;s.rashid;bug12-1.mp4;https://jira.a1qa.com/secure/attachment/2779704/bug12-1.mp4","27/Apr/26 8:11 PM;s.rashid;bug12.mp4;https://jira.a1qa.com/secure/attachment/2778576/bug12.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftz3c:",9223372036854775807,,,,,,,,,1-Critical,,,,,,,,,,,,,,,,,,,,0.0,,,,,"29/Apr/26 6:40 PM;s.rashid;Sessions: Payment Option is showing an error page
 Type: Bug
Priority: Major
Fix Version/s:None
Affects Version/s:1.0
Component/s:GregOlsen.PhotoStudio
Environment:
OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )
Severity:1-Critical
Error Type: Functional
Description
Steps:

1.Go to https://photostudio.demohoster.com/
2.Click on the ""Sessions"" menu
3.Click the ""Book"" button
4.Fill book informations
5.Click the ""Continue to Payment method"" button
6.Observe the page

Actual Result: Payment Option is showing an error page. Please see bug12.mp4

Expected Result: The Payment option should work as per the requirement.;;;"
Contact: Session menu is not visible in the Contact page header,QATC-988987,3988976,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,27/Apr/26 7:52 PM,27/Apr/26 7:52 PM,05/May/26 11:00 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Contact"" Page
 # Observe the header section

Actual Result: Session menu is not visible in the Contact page header.Please see [^bug11.png]

Expected Result: Session menu should be visible in the Contact page header
 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

 ",,,,,,,,,,Leads and Reporter only,"27/Apr/26 7:52 PM;s.rashid;bug11.png;https://jira.a1qa.com/secure/attachment/2778567/bug11.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|iftz14:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Contact: Last name field allows maximum length of 8 characters (as per inspect element),QATC-988984,3988966,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,27/Apr/26 7:34 PM,27/Apr/26 7:34 PM,05/May/26 10:56 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Contact"" Page
 # Open the Inspect option using f12
 # Observe the maxlength of last name.

Actual Result: Last name field allows maximum length of 8 characters (as per inspect element). Please see [^bug10.png]

Expected Result: Last name field should allow maximum length of 48 characters as per requirement.
 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 7:34 PM;s.rashid;bug10.png;https://jira.a1qa.com/secure/attachment/2778561/bug10.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftyyw:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Clients: 28 clients images are displayed instead of 30 clients images,QATC-988956,3988874,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,27/Apr/26 5:22 PM,27/Apr/26 5:22 PM,05/May/26 10:52 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Clients"" Page
 # Observe the number of clients images.

Actual Result: 28 clients are displayed insted of 30 clients. Please see [^bug9.png],[^bug9.mp4]

Expected Result: 30 clients image should be displayed as per the requirement.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 5:20 PM;s.rashid;bug9.mp4;https://jira.a1qa.com/secure/attachment/2778501/bug9.mp4","27/Apr/26 5:20 PM;s.rashid;bug9.png;https://jira.a1qa.com/secure/attachment/2778500/bug9.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftyeo:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
"Clients: Some images are not clickable, while others redirect to links",QATC-988954,3988869,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,27/Apr/26 5:08 PM,29/Apr/26 5:28 AM,05/May/26 10:45 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Connect"" Page
 # Click the images of the page
 # Observe the changes

Actual Result: Some images are not clickable, while others redirect to links.Please see [^bug8.mp4]

Expected Result: All images should be clickable and redirect to their respective links","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 5:07 PM;s.rashid;bug8.mp4;https://jira.a1qa.com/secure/attachment/2778495/bug8.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftydk:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,"29/Apr/26 5:28 AM;s.rashid;Clients: Some images are not clickable, while others redirect to links
 Type: Bug
Affects Version/s:1.0
Component/s:GregOlsen.PhotoStudio
Environment:
OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

Severity/Importance:2-Major
Error Type: Functional
Description
Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on the ""Connect"" menu
 # Click the ""Clients"" Page
 # Click the images on the page
 # Observe the changes
Actual Result: Some images are not clickable, while others redirect to links. Please see bug8.mp4

Expected Result: All images should be clickable and redirect to their respective links;;;"
"Clients: Page title is displayed as “Clients” instead of “Clients Gallery""",QATC-988953,3988853,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,27/Apr/26 4:53 PM,27/Apr/26 4:53 PM,05/May/26 10:43 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Clients"" Page
 # Observe the title of the page

Actual Result:  Page title is displayed as “Clients” instead of “Clients Gallery"". Please see [^bug7.png]

Expected Result: Page title should be “Clients Gallery""
 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 4:53 PM;s.rashid;bug7.png;https://jira.a1qa.com/secure/attachment/2778489/bug7.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|iftyao:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Bio & Press: Press section does not display Fast company & huffington post,QATC-988951,3988844,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Duplicate,,s.rashid,s.rashid,27/Apr/26 4:46 PM,04/May/26 7:47 AM,05/May/26 10:43 PM,04/May/26 7:47 AM,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Bio & Press"" Page
 # Observe for the press section

Actual Result: Press section does not display Fast company & huffington post.Please see [^bug6.png]

Expected Result: Press section should display Fast company & huffington post.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 4:45 PM;s.rashid;bug6.png;https://jira.a1qa.com/secure/attachment/2778487/bug6.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ifty8o:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Bio & Press: Client's Info is not displayed in the bio section,QATC-988949,3988837,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Duplicate,,s.rashid,s.rashid,27/Apr/26 4:33 PM,04/May/26 7:47 AM,05/May/26 10:42 PM,04/May/26 7:47 AM,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Bio & Press"" Page
 # Observe for the Client's Info 

Actual Result: Client's Info is not displayed in Bio section.Please see [^bug5.png]

Expected Result:  Client's Info should be displayed in Bio section","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 4:33 PM;s.rashid;bug5.png;https://jira.a1qa.com/secure/attachment/2778483/bug5.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifty74:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Bio & Press: Greg's history is missing in bio section,QATC-988948,3988833,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,27/Apr/26 4:27 PM,27/Apr/26 4:27 PM,05/May/26 10:36 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Bio & Press"" Page
 # Observe for the history of Greg.

Actual Result: Greg’s history is not displayed in Bio section.Please see [^bug4.png]

Expected Result: Greg’s history should be displayed in Bio section
 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 4:26 PM;s.rashid;bug4 (2).png;https://jira.a1qa.com/secure/attachment/2778481/bug4+%282%29.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifty68:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Bio & Press: Greg’s photo is not displayed in Bio section,QATC-988946,3988829,Bug,Resolved,QATC,Training Center,software,a.golubovich,,,Major,Duplicate,,s.rashid,s.rashid,27/Apr/26 4:22 PM,04/May/26 7:48 AM,05/May/26 10:36 PM,04/May/26 7:48 AM,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover on ""Connect"" menu
 # Click the ""Bio & Press"" Page
 # Observe for the picture of Greg.

Actual Result: Greg’s photo is not displayed in Bio section.Please see [^bug3.png]

Expected Result: Greg’s photo should be displayed in Bio section","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 4:19 PM;s.rashid;bug3.png;https://jira.a1qa.com/secure/attachment/2778479/bug3.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifty5c:",9223372036854775807,,,,,,,,,1-Critical,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Lifestyle: A Broken Image icon on the page is shown,QATC-988941,3988811,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,27/Apr/26 3:58 PM,27/Apr/26 3:58 PM,05/May/26 8:54 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Open the ""Work"" Menu
 # Click the ""Lifestyle"" Pge buttton
 # Observe the images

Actual Result: A Broken Image icon on the page is shown. Please see [^Bug2.mp4],[^bug2.png]

Expected Result: Image should not be broken. It should load and display.

 ","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 3:53 PM;s.rashid;Bug2.mp4;https://jira.a1qa.com/secure/attachment/2778466/Bug2.mp4","27/Apr/26 3:53 PM;s.rashid;bug2.png;https://jira.a1qa.com/secure/attachment/2778465/bug2.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ifty1s:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Work: Motion Page does not open on click,QATC-988937,3988799,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,27/Apr/26 3:20 PM,27/Apr/26 3:20 PM,05/May/26 8:39 PM,,1.0,,GregOlsen.PhotoStudio,,0,,"Steps:
 # Go to [https://photostudio.demohoster.com/]
 # Hover over the ""Work"" dropdown menu
 # Click on motion page

Actual Result: Motion Page does not open on click. Please see [^Bug1.mp4]

Expected Result: Motion Page should open on click","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"27/Apr/26 3:14 PM;s.rashid;Bug1.mp4;https://jira.a1qa.com/secure/attachment/2778455/Bug1.mp4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftxzk:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
